id,licenseplatenumber,color,yearofproduction,price,modelid
31129,tbiurtu,white,2006,89146,741
31130,uxcilsb,gold,2009,96690,745
31131,yyuerfr,ivory,1992,53812,352
31132,rokqjtf,white,1999,34115,203
31133,gmmrkxi,purple,2002,92899,366
31134,citmbhi,lavender,2006,36616,455
31135,oomppxy,lime,2017,14222,740
31136,sdnkjqn,grey,2006,66489,817
31137,gcnmegj,cyan,1992,83654,10
31138,xzskgdz,maroon,2011,65062,541
31139,kapnyrg,violet,1993,8547,633
31140,kiutuyk,"sky blue",1995,56858,730
31141,rogsvwe,plum,2008,16464,731
31142,rkdemtx,lavender,1992,37910,590
31143,gzrypgb,maroon,2016,10490,588
31144,rytvcip,silver,2005,51294,688
31145,yjbhega,orchid,1999,66969,444
31146,cyfwlad,pink,1995,34936,311
31147,oucxajj,tan,2001,83883,831
31148,luptvzu,green,2001,78259,971
31149,kwqmiea,red,1994,35379,989
31150,gadaajd,yellow,2015,42583,68
31151,wxqymbw,red,2017,18677,228
31152,huwowhx,black,1993,71527,326
31153,fqqybbk,cyan,2006,93206,649
31154,vkcffcr,olive,2014,96373,956
31155,gaszqyj,lime,1998,99005,228
31156,vpvfnqp,orchid,2013,24215,21
31157,mxbzjif,lime,2017,87542,438
31158,ibfnstn,grey,2016,22682,79
31159,zikappa,grey,2005,60945,341
31160,fiojgrq,magenta,2010,62126,797
31161,wrjwwhl,blue,1991,12147,287
31162,vzukofm,tan,2009,52455,527
31163,jtifsxl,white,2004,98657,987
31164,fxiacug,yellow,2015,62308,371
31165,oqsepdb,orchid,2013,11551,238
31166,fkwxnij,purple,1990,41908,794
31167,ofbjdsx,azure,2017,88403,889
31168,vvoddpz,cyan,2012,52120,891
31169,tphxrzt,indigo,1993,23656,734
31170,mytkyyz,salmon,2011,95165,275
31171,dtrqrnu,"mint green",2007,6297,342
31172,zffhbdh,violet,2005,68690,786
31173,pcyqetp,red,2014,77637,406
31174,jrilsod,lavender,1999,63106,503
31175,uuogzbe,azure,2001,67528,10
31176,uifujxg,blue,2004,46925,776
31177,jejmuid,white,2000,30303,310
31178,zxzquxh,violet,1997,18082,465
31179,nqguxtz,ivory,2010,71450,66
31180,hporqen,orange,2015,68868,653
31181,eorcgel,teal,2005,13160,486
31182,jcifgjs,black,1993,78812,358
31183,kabnqoj,ivory,2006,71889,187
31184,zcijwzi,gold,1990,11449,192
31185,wcslwfu,teal,2005,7713,947
31186,aqrnoxp,azure,2014,6208,379
31187,qhqeyul,cyan,1990,67374,102
31188,mwbairj,yellow,1994,8871,543
31189,yzwpclk,ivory,1990,49134,876
31190,igksmaq,orchid,1994,55230,170
31191,vohmdsz,yellow,2000,24835,372
31192,nuhdnor,turquoise,2000,13798,102
31193,ncrnilh,fuchsia,2015,44644,714
31194,ccyaife,blue,2012,45572,812
31195,jdqvnvr,"mint green",2015,75885,941
31196,msrxjuq,plum,2006,63932,375
31197,xulmxut,lime,2012,15218,868
31198,jrdcdew,lavender,2000,95028,238
31199,bhkadtm,turquoise,2002,84868,481
31200,srrjxle,turquoise,2014,24927,562
31201,oogspzt,orchid,1997,89431,56
31202,vqhgjcg,purple,2004,66929,934
31203,illqwfg,"sky blue",2000,21862,859
31204,lijwskb,cyan,1999,3314,152
31205,dazwudn,red,2010,51285,651
31206,zzbwagg,ivory,2000,37266,810
31207,krfifqn,turquoise,1993,24875,51
31208,rasxhjw,magenta,2001,98968,457
31209,anudvjb,lavender,2004,31695,713
31210,knpufqx,purple,1995,43750,674
31211,vishhvz,yellow,2010,7595,733
31212,umsmall,red,2008,95040,901
31213,psxqnjs,magenta,1997,94655,834
31214,njbkelr,indigo,2003,86328,792
31215,tpiludg,yellow,2002,58902,285
31216,qidprtq,plum,2001,69274,464
31217,ndnaaac,lavender,1992,76765,941
31218,eylljoi,magenta,1991,66741,209
31219,rlwhtah,green,2017,99918,326
31220,wrjmmjj,red,2005,80659,276
31221,iruvuhx,white,2007,59171,991
31222,tolnugd,azure,2012,57792,120
31223,cdksxii,fuchsia,2003,60164,627
31224,ksrmnko,azure,2003,37404,787
31225,kroyxar,"sky blue",2004,6265,426
31226,usysnyw,red,2004,24545,72
31227,edwyujz,maroon,2003,56303,796
31228,kvdhsty,plum,1999,69641,843
31229,bupmqmg,"mint green",2010,7071,846
31230,jhabuyv,indigo,2000,28330,758
31231,ponizez,grey,2017,83853,708
31232,wzvcsjd,"sky blue",1999,92960,293
31233,nicqkca,lavender,2017,40258,696
31234,szhcadi,plum,2014,17282,520
31235,elbplpy,gold,2002,34240,832
31236,pdduxnm,indigo,1993,63555,12
31237,jajjrwy,fuchsia,2002,32547,123
31238,cqnbegp,azure,2015,12029,566
31239,prmyfvi,plum,2017,83831,359
31240,danllvj,"mint green",2016,67847,831
31241,fvohhnm,gold,2009,19262,74
31242,vwtchfv,lavender,2008,36945,490
31243,muqegzp,violet,2015,51859,451
31244,wnasjmb,teal,2009,67829,215
31245,fxcwzqw,yellow,1994,66095,703
31246,beftnhs,teal,2005,73718,774
31247,hhddydm,yellow,2004,20333,97
31248,dismfnp,purple,2007,2421,336
31249,aetfjoh,lime,2001,23156,35
31250,jttjhji,magenta,2011,44724,445
31251,hziccqr,orchid,2006,14869,406
31252,dyafrai,grey,2005,21020,362
31253,mvzsvaf,plum,2001,98044,403
31254,fnuwhmi,azure,2012,50683,351
31255,wcnazfu,white,2013,64086,548
31256,bqcapyi,plum,1996,96969,641
31257,tyydxgy,teal,2016,76924,59
31258,tnwiqxs,azure,2013,61494,258
31259,wqyhzzf,gold,2012,78132,624
31260,ewzdjcv,silver,2014,57779,712
31261,ddqmwff,lavender,1990,62110,728
31262,vaviiug,violet,2002,26944,634
31263,hhyobns,gold,2014,62252,826
31264,pbqyiyv,magenta,1998,19571,889
31265,kjhfiqe,violet,2013,46732,500
31266,vtrqnso,plum,1991,25696,579
31267,ljjycni,tan,2017,61840,843
31268,yycbitc,purple,2005,6418,805
31269,tsehruu,green,2013,60179,927
31270,qsogzgs,"mint green",2011,28041,634
31271,fwzhjun,green,1999,33686,338
31272,molyzlm,green,2003,64075,605
31273,emowbak,teal,2003,82902,73
31274,kabyorz,magenta,2006,64137,82
31275,fdwcttz,olive,2007,33798,58
31276,hygnyic,gold,2012,35370,648
31277,xxkxawf,magenta,1998,88706,549
31278,rekgdaz,white,2014,21358,79
31279,wmyxuer,yellow,2013,42473,125
31280,xweadia,red,1992,44424,279
31281,vtsfldn,grey,1998,55498,580
31282,khvhsna,plum,2004,86914,770
31283,emwcdur,green,2001,89355,356
31284,dtwjsps,pink,2017,98155,422
31285,sabamqs,orange,2001,72852,715
31286,fbtlvaq,pink,1992,24760,877
31287,akaphst,"mint green",2003,33897,134
31288,vgxrzcp,lavender,1991,48793,640
31289,kjrrwpk,white,2000,89956,140
31290,kdsqcqk,orchid,1998,71355,311
31291,vuqeklv,turquoise,2005,12700,744
31292,tomsrjv,silver,2017,76775,309
31293,xrrppdd,red,2011,49000,596
31294,raofily,plum,2006,94395,588
31295,wdbspsb,purple,1991,63294,314
31296,mhpbmww,"sky blue",2000,29824,764
31297,lczglzq,lavender,1990,85006,988
31298,fyzedxk,lavender,1993,96473,527
31299,rszxjnu,purple,2016,79212,868
31300,qkofqmm,"mint green",2004,24331,619
31301,nxzzmjv,"mint green",2013,73351,550
31302,inxlbex,white,1998,48906,316
31303,ydafdtc,orchid,1992,50317,625
31304,pqcadye,green,1994,43486,621
31305,jzjhykk,black,2009,44505,349
31306,aeoihgf,purple,2014,89082,619
31307,jjuxkbf,green,2013,26795,767
31308,hdxnvzy,black,1997,42319,595
31309,hjbvcpu,pink,2002,44129,334
31310,ptznlwc,lime,2002,32932,584
31311,yxdkyfq,maroon,2009,37521,899
31312,cwfrbqw,green,2013,23384,864
31313,xjiaulq,lime,2017,81526,582
31314,tanzxuq,grey,2002,75821,709
31315,hkubwyz,green,2007,36041,683
31316,daoadbf,yellow,1997,42097,931
31317,ycqwunu,yellow,2008,55328,179
31318,ruhkthl,yellow,1994,19366,328
31319,xfbbthu,violet,1993,30722,129
31320,ecyjqdg,fuchsia,1993,92559,646
31321,sldywte,yellow,2004,21413,89
31322,xezydgw,blue,1994,42600,208
31323,cqejhro,salmon,2009,65638,305
31324,ttgemll,azure,1994,24449,818
31325,rdppnuw,magenta,2017,59889,875
31326,lfqqetv,teal,2003,76710,753
31327,msylnrc,fuchsia,2000,65372,635
31328,ybxloec,azure,2016,3769,725
31329,idbnnzz,violet,2008,2225,586
31330,oghscze,salmon,2009,58888,965
31331,ocbjmbs,turquoise,2012,3894,575
31332,gxikhhf,black,2010,16354,116
31333,jhbpmba,blue,1994,58472,261
31334,kluerbk,white,2016,41324,876
31335,wsnjrkd,maroon,2016,83853,667
31336,zmtnucb,purple,1999,25428,893
31337,awfpmnh,indigo,2010,39291,551
31338,tlivqrj,white,1994,28230,400
31339,snqmxbo,indigo,2007,29384,41
31340,ngzcaeh,cyan,2009,37506,117
31341,ldrzfjs,plum,2009,11503,450
31342,vjussgb,lime,2009,27705,411
31343,qxnewmd,plum,2012,33157,144
31344,dekvjar,green,1994,87617,455
31345,ymjxois,lavender,2004,9256,996
31346,igmpvbo,red,2007,80501,913
31347,riiwbwp,tan,2011,51220,560
31348,ctimjsf,yellow,1998,17672,89
31349,ussinjt,gold,2002,66767,792
31350,dnatjfa,pink,2014,89776,302
31351,jonxzuh,white,2012,89041,994
31352,oyagmjc,grey,2008,32845,862
31353,roltvql,grey,2006,44219,708
31354,sexfsxw,white,1994,59767,974
31355,ieormbw,"sky blue",2013,22119,683
31356,fcwfrkg,black,2015,14904,616
31357,jdatewu,orange,2002,84840,663
31358,mrrbfxm,grey,2017,2390,956
31359,dljzrue,salmon,1997,76583,580
31360,zrgmzef,gold,2009,60279,537
31361,nwyjiqn,"mint green",1996,85647,380
31362,ztqyjmc,magenta,2017,27998,219
31363,watuvzi,tan,1991,17919,324
31364,zcfmoep,azure,2009,93453,852
31365,tpkuzqc,orchid,1998,49500,98
31366,umhrcnp,teal,2000,9526,898
31367,umgvdpn,plum,2016,9573,459
31368,qemjsyw,pink,2003,59894,525
31369,zpcodnp,black,2014,75347,505
31370,szyvksd,black,2006,8055,815
31371,sqifqfu,pink,2007,33800,593
31372,mplggol,purple,2004,83364,975
31373,dzurpcz,ivory,2002,35187,866
31374,uotteym,turquoise,2012,52004,689
31375,ngqgujq,violet,2012,35427,314
31376,juwckkh,teal,2016,64215,423
31377,bnfezaq,purple,2013,62536,774
31378,rnydooa,lime,2017,50073,256
31379,kugpgkc,pink,2009,61615,547
31380,oajdmfd,green,2004,37529,939
31381,isfxpgw,violet,1998,95874,153
31382,tblwwxp,purple,2003,50185,89
31383,alwzhbq,gold,1990,68933,797
31384,pgjmcrr,turquoise,1992,57995,948
31385,whispmn,cyan,2007,76755,76
31386,dzndrce,turquoise,1997,4822,673
31387,tlscxdg,cyan,1996,34173,746
31388,qnpzyrq,orchid,2014,63284,209
31389,prgcell,tan,1997,60033,299
31390,iiowlfx,turquoise,1990,10409,198
31391,byuhvrf,green,2007,19215,452
31392,wrfmtjw,tan,1997,46464,809
31393,yyasieq,black,2000,99076,343
31394,mhsashk,orchid,2015,47133,412
31395,nznfinz,teal,2001,10895,948
31396,rlnbpke,gold,2006,26585,535
31397,jpscdet,cyan,1996,66896,415
31398,uedskhs,"sky blue",1992,84179,660
31399,xtnlfoa,turquoise,2009,16396,952
31400,ewaqmwi,lime,1995,41256,836
31401,mtsnzqb,ivory,2007,58359,126
31402,hwsflmg,salmon,1991,37287,63
31403,hwmbrfy,grey,1993,54161,913
31404,amuvzdt,fuchsia,2005,18772,15
31405,ponqyup,salmon,2003,15814,588
31406,mazeyaf,black,2010,2485,465
31407,tjxksqx,indigo,2010,15283,325
31408,moleade,orchid,2015,38505,476
31409,ycymxyd,fuchsia,2013,21589,631
31410,xzyhrqe,fuchsia,1995,94847,3
31411,mlalzyi,ivory,1993,84698,456
31412,qtfrrgk,plum,1998,36645,205
31413,euuzidi,purple,2013,61508,612
31414,ecozerm,green,1990,24355,848
31415,wxhcamf,olive,2016,24219,401
31416,awcpcap,turquoise,1994,13843,380
31417,lemwytg,tan,1990,38621,568
31418,xblxtpj,purple,2004,3873,704
31419,hpynerg,orange,1996,78492,273
31420,kqfsuwx,fuchsia,1996,78577,591
31421,hijinrg,indigo,1995,88158,1
31422,mhbrvko,fuchsia,2014,87564,314
31423,hujxhci,orange,2011,18066,57
31424,ulddxps,yellow,2004,55459,856
31425,drddyhu,grey,2000,76445,665
31426,jrwyukg,magenta,2014,34059,384
31427,itxmtzr,cyan,2014,82767,540
31428,tmhfjhg,lime,1994,40908,766
31429,vfpowdu,blue,2006,68477,690
31430,lpsxkhu,olive,2006,43740,399
31431,fkkuqrl,salmon,1991,69064,917
31432,vurkopz,magenta,2000,58258,398
31433,nulkgoc,red,1990,19823,20
31434,miopknm,"sky blue",2004,85806,621
31435,eiisgxc,plum,1995,79191,349
31436,sbivqgu,fuchsia,2008,25994,137
31437,tspiyzm,lime,2008,44317,17
31438,obwbqvt,orchid,1998,82245,689
31439,eygbofm,lime,1998,19710,820
31440,vjubejd,ivory,1991,50696,925
31441,xtmhgrb,tan,2007,71689,903
31442,siedubg,silver,2017,29577,977
31443,hxauiaw,red,2010,42115,788
31444,xelosai,plum,1994,27288,510
31445,stqfgrh,black,2017,94118,642
31446,qodyafp,"sky blue",1993,37721,810
31447,rgwikrg,"mint green",1990,78810,102
31448,ikyzuoo,gold,1999,11027,45
31449,atdfchu,orange,2010,15298,197
31450,igzjkmf,gold,1997,80626,465
31451,avkmrvg,salmon,1994,78510,220
31452,ijhwlaj,cyan,1994,20761,620
31453,fyxqmgq,teal,2013,75589,97
31454,urscckf,blue,2017,75362,498
31455,mryaldp,violet,2008,34173,877
31456,hiuxhvj,"mint green",2011,23525,439
31457,eubvhrc,green,2010,76383,833
31458,saaebfu,plum,2012,47693,719
31459,ovxxuzt,cyan,1993,67665,374
31460,atksquc,magenta,2008,48496,559
31461,cczuazu,magenta,1995,42707,738
31462,fhdgusb,purple,1996,85486,456
31463,eqtucqq,"sky blue",2013,81258,84
31464,kaohfxl,gold,2005,76580,139
31465,mjlysdk,maroon,1992,27518,147
31466,bpkbqik,fuchsia,1994,84639,482
31467,kaynbpa,lavender,1996,66276,423
31468,rwwknlq,purple,1994,10208,916
31469,zisyzhn,purple,2007,8114,728
31470,elbgbxu,purple,1992,9746,648
31471,emndckt,grey,1993,59347,323
31472,jfdpobp,white,1998,89939,271
31473,wzgqifh,cyan,1990,63426,512
31474,jwypiwh,indigo,2015,17094,727
31475,ataxngk,orchid,1995,92142,812
31476,rfcyfxg,white,2009,59571,249
31477,rlvelqy,teal,2012,78997,453
31478,yfsdcgg,orange,2015,9557,493
31479,rndseic,orange,1997,58871,11
31480,rmlkjyb,purple,2008,10201,455
31481,zrdapae,orchid,1995,65625,812
31482,fcibbah,teal,2006,9254,527
31483,ecdeuzo,indigo,1992,28069,29
31484,rmgtcfl,ivory,2000,14759,860
31485,nkiywwb,lime,2001,19450,401
31486,smodumk,fuchsia,2002,55072,230
31487,uefmnia,lime,2011,43252,644
31488,syxylpg,pink,2013,31831,4
31489,qvesjmt,blue,2017,73273,263
31490,xcaawfd,silver,2007,19818,1
31491,zvjrbnd,ivory,1992,38231,459
31492,ewiwvsd,gold,2002,74400,503
31493,wcubbqh,teal,1996,39057,731
31494,hkipbeo,cyan,1999,2517,296
31495,spcgshh,teal,2012,60538,704
31496,eyqpjbc,olive,1995,23987,433
31497,owljfri,purple,2009,4557,54
31498,bvlplxm,white,2012,69964,7
31499,tddkyto,"sky blue",1998,67308,269
31500,ndfarnq,azure,2009,43726,705
31501,jaacpsn,lavender,2013,92924,308
31502,gqebrbz,lime,2011,60018,850
31503,qtahwtj,"mint green",2012,7998,536
31504,odrcvac,salmon,1992,87123,994
31505,jkjhvwi,fuchsia,2006,26733,282
31506,udmflfl,green,1991,30801,944
31507,iquqiwm,"mint green",2012,96252,371
31508,tcanvmj,lime,2013,84647,324
31509,prvebug,olive,2006,93934,272
31510,sxkstcl,"mint green",2000,11558,869
31511,rrowgpt,indigo,1999,52557,726
31512,syqsryp,red,2008,93761,706
31513,eicpjif,lime,1994,23635,592
31514,gkefutd,"mint green",2006,76356,714
31515,dqnfnpo,green,2017,13320,271
31516,pxcfryg,lime,2015,11091,110
31517,dkvvjps,violet,2011,42989,993
31518,kupniar,"mint green",2017,77878,832
31519,vwgqjhn,plum,1996,70762,220
31520,souyuky,maroon,2007,85129,303
31521,bimjaad,grey,2003,65883,259
31522,hbfggmj,fuchsia,1998,99441,889
31523,bmtistz,"mint green",2013,12287,325
31524,glcxqll,grey,1998,70071,933
31525,iamnrgy,orange,1992,40600,408
31526,jjvhtoj,magenta,2001,55908,471
31527,pknowac,tan,2013,85181,905
31528,dqhcbkn,yellow,2015,8529,518
31529,jbwsdih,indigo,2011,41814,917
31530,kgxpylk,ivory,1992,39106,67
31531,pxbyhbo,salmon,2004,81241,933
31532,perbyod,turquoise,1994,81747,811
31533,nwpfuii,maroon,2007,8595,996
31534,ykhstju,white,1991,86379,135
31535,bkxvgyo,"sky blue",1992,90670,578
31536,pzuqfqb,ivory,1998,71713,879
31537,ipzjxaa,orange,1995,28764,454
31538,fnldepr,indigo,1993,76623,777
31539,feqmrcq,tan,2013,12927,759
31540,mtspurx,pink,2010,2922,678
31541,jhiuwrj,violet,2009,36364,28
31542,smdjjce,"mint green",2012,2689,566
31543,ecbzewo,magenta,2015,75360,699
31544,mmovrpq,tan,2002,38846,410
31545,zlonorx,white,1995,62047,32
31546,lzarqmf,lime,1999,74506,870
31547,aovayrm,lime,2012,71863,878
31548,nkkwaya,orange,2016,79514,740
31549,iydlrvu,magenta,2006,84722,72
31550,ktiuyul,red,2000,73150,266
31551,xnfuvua,olive,2010,63863,987
31552,vwqfsev,teal,2006,18150,572
31553,awuuyzf,blue,1998,74548,332
31554,mvxghbj,white,2006,72708,193
31555,uihdbdj,yellow,2000,54891,994
31556,xavlbmf,azure,1991,50787,606
31557,isjrwfe,azure,2000,10338,147
31558,tnukvsm,lime,2016,90966,25
31559,vfavkdr,orchid,2004,80347,129
31560,ukuibsf,purple,2003,26775,213
31561,enajyar,lavender,2012,28212,252
31562,hcrfxmo,tan,2015,70748,371
31563,sjzjqrt,turquoise,2006,14329,297
31564,ojhdbxb,grey,2000,39051,245
31565,opbjovr,cyan,2005,76642,973
31566,jdjxkip,azure,1991,91438,814
31567,pycrmdt,teal,1999,42417,516
31568,xtbzxiz,ivory,1998,66564,592
31569,leocolt,tan,2014,20494,29
31570,wondjyz,"mint green",2008,4553,133
31571,rcopymk,turquoise,1995,38219,812
31572,ymnjjtc,olive,2005,27818,165
31573,pdcoord,maroon,2004,29083,121
31574,swomzai,"sky blue",2013,18889,546
31575,axmtirn,black,2010,20648,576
31576,zuptzfl,salmon,2016,45802,972
31577,mojguxd,cyan,1993,83385,520
31578,knarljb,blue,2000,15065,683
31579,ocbttjp,teal,2004,64387,595
31580,mzsuuby,silver,2017,68424,492
31581,etutcct,green,2005,64345,128
31582,blbxrtk,orchid,2015,10610,143
31583,autpnff,plum,2017,34796,282
31584,uezxgyj,silver,1998,20589,722
31585,ddlwrfe,violet,1999,18139,680
31586,tiviqid,pink,2000,51932,533
31587,tevgyhd,grey,2013,82684,620
31588,nhxwlps,lavender,2007,60591,329
31589,cekvvfn,green,1992,29886,361
31590,hgetlzt,purple,2004,87266,628
31591,jfgpeoo,ivory,2007,47546,546
31592,gmanvuk,gold,2014,30807,993
31593,vsrrspu,grey,1995,68644,921
31594,wrffdpk,olive,1993,6249,476
31595,rstobtt,lime,2014,73949,467
31596,ccwyogs,white,1996,9136,90
31597,izsfrrd,silver,1994,4968,53
31598,xocwsky,red,2001,16410,988
31599,wfzmoog,azure,2001,68458,665
31600,ynrizwc,indigo,1998,20307,307
31601,ytmzufj,gold,2009,76520,996
31602,gutptdh,maroon,2003,76835,944
31603,aajurac,yellow,1997,76698,882
31604,qhfkkaw,maroon,2002,53412,62
31605,lcflpqq,lime,2002,86228,753
31606,svxbmrz,violet,1999,68201,391
31607,xghvywu,fuchsia,1994,14667,60
31608,oseycjp,turquoise,2012,9407,935
31609,hhlvseo,salmon,2008,7983,132
31610,ksepwtz,orchid,2009,97815,407
31611,zjzbmzz,teal,2015,44699,523
31612,kidzjsb,turquoise,1995,9633,822
31613,evadwjn,purple,2002,62744,888
31614,dcqmlft,pink,2014,82837,841
31615,mgelzud,pink,2009,72778,909
31616,gekoihs,indigo,2003,90206,955
31617,gqxdjua,indigo,2009,29619,822
31618,yqrazap,orchid,1990,83648,575
31619,fpychjg,orange,2016,79575,984
31620,xyramxw,orange,2011,90902,765
31621,sdcunej,cyan,2005,74699,713
31622,marmibe,maroon,2005,50017,872
31623,oqlfydk,grey,1999,2343,909
31624,dbrnuam,tan,2006,87874,600
31625,olrkrha,red,2003,49773,208
31626,lfvbgwi,orchid,1992,89826,455
31627,pexzoxj,purple,2000,34807,391
31628,avumvka,fuchsia,1994,24422,834
31629,cbtxtao,maroon,2003,31746,925
31630,tktriqd,silver,1990,30065,116
31631,cwykivh,magenta,2014,12405,481
31632,lhguhjw,green,1994,74376,330
31633,pxvgjof,olive,2001,79192,553
31634,nsfryoj,red,2010,19739,497
31635,dpjjaqh,gold,1995,96449,458
31636,ripyydk,orange,1991,37920,604
31637,razhjop,salmon,2003,27494,393
31638,plgssjw,violet,2013,31851,706
31639,vgoferf,cyan,1993,37430,764
31640,cximgze,tan,2010,20372,863
31641,mjdvvsc,"mint green",1995,97050,924
31642,fkxxggl,indigo,2013,80480,547
31643,fpvethv,violet,1997,10224,107
31644,mnlrcjj,magenta,2017,65455,576
31645,mxrsxrk,orchid,2000,38365,485
31646,xuxxxty,orchid,2008,9356,362
31647,mrpjjlg,lavender,1993,17178,525
31648,jgamttj,"mint green",2001,20934,521
31649,zdumigs,ivory,1992,98229,792
31650,rvnwtzp,"sky blue",1992,32475,770
31651,sjabqlm,yellow,1999,5023,311
31652,knfrbsv,cyan,2009,94911,305
31653,qlzcqea,olive,2013,25972,427
31654,ibsrgtp,yellow,2011,57961,309
31655,gpopein,blue,2010,7223,431
31656,spcqevt,salmon,2003,66092,19
31657,ngcbnpm,azure,1997,98963,351
31658,iaivrns,blue,1999,58211,323
31659,yanwbxz,turquoise,2001,75409,860
31660,vyipblc,teal,2012,25254,177
31661,wrtmick,silver,2003,55459,845
31662,lfkyacq,orange,2006,45377,433
31663,fpvgoug,lime,1998,47790,107
31664,tdjvmbl,purple,2013,19241,549
31665,tkfuras,olive,2004,90204,16
31666,kxhbdtf,olive,2004,40970,289
31667,prxpzuf,cyan,2015,43609,578
31668,xuyblht,turquoise,2006,16536,987
31669,pwqlaxz,turquoise,2015,84518,343
31670,nkcvepx,white,1998,7973,929
31671,pfhtyow,white,2002,64536,861
31672,fhnfqgq,teal,2002,22866,198
31673,yioqhdh,blue,1997,45142,536
31674,gjrddrs,black,1998,63535,887
31675,mzvfqhf,azure,2007,84511,471
31676,nidczta,magenta,1995,45056,273
31677,uzlghmj,salmon,2011,44476,412
31678,jrbcrbf,teal,1994,46225,432
31679,pwwbval,orchid,2007,69530,482
31680,satnbhl,plum,2011,21774,786
31681,meurkff,blue,2011,31918,836
31682,uvnueox,gold,2005,58520,138
31683,qdywldu,orange,2009,79535,545
31684,cuebqpl,ivory,2006,11062,35
31685,afzywxx,silver,1997,97635,660
31686,kzdwqfr,azure,1993,6671,685
31687,bjlkclm,orchid,2003,26341,996
31688,whgcczi,orchid,2002,22625,115
31689,cvcuagl,"sky blue",2001,61486,290
31690,zkmblbr,lime,2013,78543,592
31691,yhryevj,gold,1998,58047,533
31692,xuhteyz,maroon,2008,35220,838
31693,ariqqnh,gold,1991,87251,806
31694,jttxbho,gold,2006,19112,430
31695,ndiqund,"mint green",2015,91725,135
31696,wbhxanc,magenta,1994,43226,393
31697,itdhglk,lime,2001,10306,798
31698,fvmbpnl,blue,2014,72402,53
31699,mxtymed,azure,2012,99380,430
31700,nzidmmt,blue,2006,16593,973
31701,bkdtqdq,fuchsia,2001,65344,319
31702,lvbgibu,"sky blue",1990,40821,946
31703,qiwwwbr,tan,2000,95967,88
31704,ypineib,orange,2000,68715,167
31705,zxsfknz,violet,2013,35450,883
31706,llhhmic,fuchsia,2006,66971,461
31707,xupshbd,orchid,2004,41398,327
31708,zvoydau,plum,2006,2993,416
31709,iaseoil,red,2017,56673,830
31710,dzirygy,lavender,2017,4000,341
31711,xllwhtk,ivory,1994,58803,145
31712,ocalrdg,azure,2010,78489,577
31713,podbnpl,plum,2008,25529,804
31714,aweqldj,orange,1992,19760,583
31715,xtodcfy,plum,2001,9558,425
31716,ojyaskv,blue,2003,59196,626
31717,kdwglzd,violet,2005,87857,711
31718,weylvrg,magenta,2006,15831,91
31719,xemuwop,cyan,2007,18184,850
31720,xlxngno,maroon,2001,67196,546
31721,nviiogz,green,2006,60882,400
31722,xoqfwir,tan,2013,22409,786
31723,nlzrjbx,black,2003,62549,306
31724,vxhyfll,olive,2008,9623,430
31725,qeqkvzq,lavender,2008,17708,877
31726,hqeqxvh,turquoise,2002,37290,276
31727,betpgmf,salmon,2003,57215,777
31728,lbwsipa,maroon,2013,25014,438
31729,xsusgxs,magenta,2003,22275,433
31730,weuriaw,purple,2014,26467,19
31731,oalxhqh,plum,1997,6348,824
31732,iymqhfj,grey,1992,13736,421
31733,nubyvgd,plum,2004,24355,355
31734,xpgpjsj,white,1993,73813,563
31735,oytmoen,indigo,2005,75322,457
31736,arsksao,plum,1990,71027,83
31737,mubcwsr,indigo,2013,72382,693
31738,kkrzjmu,turquoise,2015,6496,141
