id,street,housenumber,cityid
33103,"Sang Bridge",62907,329
33104,"Kiehn Branch",14808,135
33105,"Lyman Coves",480,307
33106,"Mel Glens",4891,387
33107,"Kshlerin Harbor",444,447
33108,"Balistreri Fork",48293,713
33109,"Nickie Forest",849,424
33110,"Klocko Brook",44490,444
33111,"Tamesha Brooks",589,129
33112,"Coretta Rapids",17425,54
33113,"Aurore Point",8358,567
33114,"Amanda Trail",354,295
33115,"Bree Crest",05291,193
33116,"Feeney Prairie",7941,264
33117,"Hedy Glens",622,96
33118,"Rhiannon Isle",41054,35
33119,"Corkery Roads",01631,643
33120,"Paul Loaf",3329,587
33121,"Alton Spur",60096,613
33122,"Balistreri Points",931,255
33123,"Bonnie Hills",30120,624
33124,"Ok Corners",9348,625
33125,"Ivory Rest",8459,8
33126,"Sofia Fort",0047,180
33127,"Kimbra Port",06603,573
33128,"Kemmer Drive",50341,564
33129,"Alexis Streets",08732,54
33130,"Deangelo Lights",6122,526
33131,"McGlynn Green",83705,629
33132,"Jina Pines",6503,302
33133,"Glenna Row",27990,564
33134,"Bartoletti Green",618,98
33135,"Linnea Canyon",794,555
33136,"Botsford Trail",039,333
33137,"Minnie Plains",908,418
33138,"Jackie Common",158,356
33139,"Ben Plain",130,222
33140,"Beier Vista",8991,83
33141,"Runte Passage",00613,372
33142,"Eda River",5124,263
33143,"Claudio Meadows",65717,701
33144,"O'Kon Valley",993,657
33145,"Regena Throughway",597,340
33146,"Edyth Shoals",590,508
33147,"Vandervort Square",558,207
33148,"O'Kon Fall",26893,690
33149,"Rath Via",7439,566
33150,"Augustina Orchard",740,35
33151,"Austin Fall",077,388
33152,"Pfeffer Flats",366,169
33153,"Zemlak Haven",51813,215
33154,"Muller Prairie",042,555
33155,"Russel Ford",2688,142
33156,"Micah Underpass",8749,464
33157,"Dorathy Expressway",737,514
33158,"Francesca Springs",3186,152
33159,"McClure Cove",1738,590
33160,"Charolette Divide",4426,172
33161,"Patrice Ramp",08088,40
33162,"Terry Garden",3996,536
33163,"Lilliana Squares",9921,30
33164,"Schoen Viaduct",37040,194
33165,"Hubert Circle",10188,603
33166,"Maye Parks",9932,640
33167,"Doyle Union",68632,530
33168,"Hilpert Road",93598,71
33169,"Moore Inlet",59725,297
33170,"Murazik Common",10273,90
33171,"Stamm Circle",0932,203
33172,"Kenny Garden",22228,31
33173,"Lavada Skyway",025,514
33174,"Erasmo Brooks",23040,94
33175,"Darell Point",162,424
33176,"Lauryn Locks",47629,575
33177,"Bobbie Meadows",5766,299
33178,"Labadie Brook",014,383
33179,"Yoshie Summit",577,304
33180,"Rau Mills",011,194
33181,"Abraham Overpass",49846,559
33182,"Ken Shoal",2167,425
33183,"Lanell Centers",634,62
33184,"Schmeler Via",74662,474
33185,"Max Ferry",71643,237
33186,"Callie Cliffs",5019,369
33187,"Waelchi Road",075,603
33188,"Joshua Lights",0109,199
33189,"Hahn Locks",0451,140
33190,"Schaefer Corners",9071,264
33191,"Braun Squares",309,273
33192,"Barton Flat",2812,287
33193,"Lourdes Street",84345,111
33194,"Odessa Parkways",34990,517
33195,"Krajcik Gardens",81965,585
33196,"Flora Points",430,619
33197,"Casper Trail",68869,95
33198,"Jani Dam",66080,431
33199,"Sherril Corner",7071,660
33200,"Annelle Square",00582,256
33201,"Demarcus Bridge",3452,639
33202,"Schmitt Flats",70248,468
33203,"Judson Key",2978,233
33204,"Champlin Hollow",0840,92
33205,"Halvorson Cliff",968,268
33206,"Boyle Harbors",72635,556
33207,"Luettgen Route",818,274
33208,"Bret Course",91990,430
33209,"Charles Branch",64759,434
33210,"Scottie Light",50690,614
33211,"Harris Fort",629,442
33212,"Robin Forks",34263,375
33213,"Laurice Green",12119,42
33214,"Juliana River",298,112
33215,"Bertram Mountains",60350,281
33216,"Freddie Parkway",982,496
33217,"McCullough Fort",420,619
33218,"Hirthe Burgs",9572,84
33219,"Laveta Freeway",8859,695
33220,"Clare Hollow",703,664
33221,"Schaefer Valleys",8860,501
33222,"Michael Tunnel",24010,367
33223,"Kilback Union",4531,732
33224,"Jerry Drive",1896,239
33225,"Dare Club",084,339
33226,"Witting Cliffs",7161,496
33227,"Jakubowski Roads",89473,83
33228,"Jerde Club",66058,107
33229,"Mitchell Park",3825,76
33230,"Jason Knolls",5509,540
33231,"Kim Turnpike",64361,133
33232,"Weber Drives",334,399
33233,"Dian Plains",878,335
33234,"Tova Loop",6655,31
33235,"Gleichner Glens",49064,555
33236,"Otto Mountain",757,637
33237,"Huels Fields",0405,336
33238,"Heike Rapid",6701,500
33239,"Ratke Tunnel",85676,383
33240,"Antonio Isle",11768,391
33241,"Delmar Mission",883,647
33242,"Harber Valley",093,393
33243,"Wilfred Bridge",39380,669
33244,"Murazik Fall",50559,91
33245,"Clifford Summit",863,662
33246,"Ines Place",644,162
33247,"Monroe Drive",671,450
33248,"Wuckert Circles",8758,110
33249,"Balistreri Curve",14400,28
33250,"Ernest Neck",063,688
33251,"Schinner Wells",775,323
33252,"Pfeffer Club",563,214
33253,"Bergstrom Ridge",81873,361
33254,"Kohler Isle",5249,733
33255,"Stewart Spurs",16192,552
33256,"Schimmel Neck",31282,673
33257,"Bogisich Groves",3577,428
33258,"Latashia Ramp",71741,631
33259,"Ezekiel Village",196,721
33260,"Sherwood Rest",802,610
33261,"McLaughlin Extensions",8594,323
33262,"Glover Club",8108,56
33263,"Benito Crest",2269,417
33264,"Donnelly Avenue",5349,491
33265,"Meri Inlet",3869,219
33266,"Angel Landing",860,173
33267,"Celestina Radial",9841,209
33268,"Jaunita Haven",488,550
33269,"Thalia Plaza",5414,77
33270,"Kerry Ranch",8272,453
33271,"O'Reilly Via",70251,41
33272,"Koelpin Ramp",938,168
33273,"Efrain Curve",4432,723
33274,"Nam Brook",803,561
33275,"Vernon Cove",19388,137
33276,"Wiza Trail",498,289
33277,"Noel Meadow",385,530
33278,"Yost Parkways",57523,54
33279,"Lala Gateway",59855,455
33280,"Shena Creek",2482,254
33281,"Farrell Cliffs",6137,281
33282,"Shaunna Overpass",067,2
33283,"Elden Gardens",3783,14
33284,"Conroy Light",423,165
33285,"Rohan Divide",83505,468
33286,"Block Gateway",256,467
33287,"Chad Loop",16326,270
33288,"Tamiko Stravenue",32319,338
33289,"Kovacek Row",762,92
33290,"Mayer Bridge",29211,254
33291,"Rick Points",3142,32
33292,"Cleveland Pike",0342,678
33293,"Kathryn Circle",5607,549
33294,"Robby Cliffs",5101,722
33295,"Patricia Radial",88228,314
33296,"Nestor Spurs",78426,582
33297,"Howell Path",43738,133
33298,"Concetta Fall",4333,379
33299,"King Rue",8182,347
33300,"Wuckert Trail",91596,528
33301,"Hoeger Freeway",4337,417
33302,"Fisher Squares",94107,262
33303,"Boehm Lane",2871,655
33304,"Reynolds Forest",242,186
33305,"Cruickshank Fort",01629,237
33306,"Hyatt Fork",0334,172
33307,"Roselle Trafficway",18385,396
33308,"Jamison Squares",2650,703
33309,"Jerde Spring",4913,107
33310,"Calvin Rapids",6408,702
33311,"Kub Drives",7779,724
33312,"Goyette Estates",813,706
33313,"Jacob Lights",624,602
33314,"Lesch Rapid",5475,238
33315,"Randell Motorway",8950,646
33316,"Delfina Mill",5358,574
33317,"Schamberger Dale",53696,448
33318,"Carter Union",480,521
33319,"Charlesetta Pass",4677,303
33320,"Jasmine Union",68282,249
33321,"Green Junctions",209,381
33322,"Waelchi Inlet",014,121
33323,"Cartwright Trace",60513,669
33324,"Shane Station",1263,116
33325,"Delois Stream",2612,587
33326,"Witting Port",1437,544
33327,"Maybell Springs",62399,606
33328,"Miguel Loop",121,720
33329,"Lueilwitz Roads",29231,514
33330,"Fay Fields",2438,195
33331,"Emmie Street",621,581
33332,"Angelo Mountain",087,74
33333,"Wisoky Vista",4205,292
33334,"Little Trail",58234,216
33335,"Jacobs Inlet",0527,425
33336,"Bogisich Field",9167,146
33337,"Shu Skyway",84920,681
33338,"Treutel Mountains",8615,569
33339,"McGlynn Garden",8101,462
33340,"Linwood Unions",5819,333
33341,"Heller Forks",8899,633
33342,"Schowalter Mountains",7241,676
33343,"Jacobson Harbors",7385,324
33344,"Mueller Trace",887,218
33345,"Wiegand Viaduct",695,421
33346,"Cormier Drive",55490,411
33347,"Zemlak Green",4179,364
33348,"Renner Squares",2985,189
33349,"Oliva Landing",75685,591
33350,"Rogahn Hill",4886,325
33351,"Zack Field",163,55
33352,"Sharell Groves",35037,375
33353,"Zetta Inlet",02039,408
33354,"Lorena Springs",587,294
33355,"Feeney Track",78704,267
33356,"Lueilwitz Glens",7340,471
33357,"Yuri Hills",3160,681
33358,"Okuneva Centers",8926,44
33359,"Cedrick Port",88832,361
33360,"Kertzmann Field",1096,596
33361,"Shannon Trafficway",72772,182
33362,"Gerhold Cove",67008,164
33363,"Pouros Mews",82919,499
33364,"Hagenes Ridge",176,673
33365,"Moon Ranch",706,249
33366,"Harlan Ridges",338,599
33367,"Kunde Pine",315,522
33368,"Brendan Light",2837,647
33369,"Schmitt Junctions",996,64
33370,"Cedrick Extensions",0282,96
33371,"Bernhard Roads",045,551
33372,"Denesik Knolls",830,189
33373,"Edgar Burg",98196,185
33374,"Lauretta Overpass",729,533
33375,"Tommie Hollow",4737,647
33376,"Kaley Drive",0753,626
33377,"Labadie Mountains",91969,221
33378,"Hudson Brooks",3058,686
33379,"Parker Knolls",111,25
33380,"Ned Loop",6185,601
33381,"Shamika Port",1585,596
33382,"Lakin Falls",8712,322
33383,"Hilll Union",775,451
33384,"Klocko Highway",24434,569
33385,"Tomika Run",103,59
33386,"Lorri Trail",6876,506
33387,"Larry Landing",355,292
33388,"Marty Keys",6816,388
33389,"Donette Park",9753,300
33390,"Roberts Mountains",981,697
33391,"Stehr Meadows",8600,110
33392,"Audrea Mountains",25521,101
33393,"Denis Path",626,322
33394,"Schneider Run",67511,513
33395,"Jason Port",8847,352
33396,"Halvorson Motorway",5259,32
33397,"Renner Isle",0692,229
33398,"Mosciski Avenue",387,720
33399,"Cherie Passage",1711,337
33400,"Jacelyn Dale",24753,730
33401,"Epifania Valley",667,406
33402,"Elliott Parks",8453,638
33403,"Amado Port",8969,603
33404,"Johnson Stream",15848,197
33405,"Francis Skyway",007,221
33406,"Hilll Views",40340,547
33407,"Ebert Freeway",47511,646
33408,"Stark Neck",4441,666
33409,"Bergnaum Harbors",808,583
33410,"Mitzi Squares",1158,18
33411,"Cole Parkway",9572,72
33412,"Danial View",0047,472
33413,"Julissa Hills",51906,183
33414,"Cole Overpass",0749,223
33415,"Jennefer Summit",723,86
33416,"Danial Crest",822,226
33417,"Marcos Corners",749,280
33418,"George Gateway",5676,430
33419,"Hudson Keys",1735,568
33420,"Abshire Roads",676,403
33421,"Errol Hollow",52297,133
33422,"Louis Isle",7987,466
33423,"Adolph Cape",56847,318
33424,"Crooks Village",53827,407
33425,"Cummerata Vista",64038,500
33426,"Durgan Viaduct",03400,716
33427,"Kemmer Land",0377,359
33428,"Arnulfo Trafficway",44075,68
33429,"Bogan Camp",47434,409
33430,"Lueilwitz Pine",051,253
33431,"Kertzmann Course",075,234
33432,"Sandra Trail",2072,111
33433,"Karleen Fort",36405,653
33434,"Willms Summit",459,571
33435,"Sherly Ranch",493,653
33436,"Blick Mill",7230,221
33437,"Brekke Spring",45386,252
33438,"Jones Shoals",313,638
33439,"Gerhold Roads",20471,238
33440,"Vandervort Street",4920,586
33441,"Dan Rue",598,352
33442,"Leffler Green",4989,379
33443,"Schowalter Court",84390,360
33444,"Dare Hollow",91132,612
33445,"Effertz Square",044,92
33446,"Jeannetta Turnpike",9133,477
33447,"Hong Vista",744,467
33448,"Jeane Union",90044,318
33449,"Karren Fort",588,23
33450,"Monahan Inlet",354,494
33451,"Ilona Skyway",2260,345
33452,"Mercedez Fall",6334,633
33453,"Denae Street",82766,410
33454,"Gerhold Street",319,4
33455,"Ngan Knolls",661,415
33456,"Silvia Rapids",1693,131
33457,"Upton Groves",988,585
33458,"Kimber Dam",19700,556
33459,"Wisozk Plains",4227,403
33460,"Shavon Club",21488,178
33461,"Rath Valley",7074,12
33462,"Harber Mountains",06450,384
33463,"Twanna Highway",27482,585
33464,"Bayer Course",8487,66
33465,"Stoltenberg Pines",8614,531
33466,"Frank Causeway",18155,158
33467,"Jefferey Turnpike",085,32
33468,"Bednar Station",602,239
33469,"Johnston Unions",2917,56
33470,"Hellen Drives",851,97
33471,"Patricia Land",624,211
33472,"Marquardt Knoll",418,148
33473,"Murphy Path",782,117
33474,"Owen Squares",23761,368
33475,"Bernhard Road",7312,73
33476,"Ayako Curve",19654,254
33477,"Alicia Vista",94801,694
33478,"Ullrich Village",38294,395
33479,"Jacobson Run",46396,28
33480,"Adriane Mall",9960,46
33481,"Schaefer Avenue",541,200
33482,"Bayer Court",734,140
33483,"Mante Rapids",842,173
33484,"Stefania Heights",5402,583
33485,"Earl Route",1921,511
33486,"Agustin Trail",39518,257
33487,"Willms Island",779,3
33488,"Morgan Hills",230,90
33489,"Douglas Falls",7103,47
33490,"Yahaira Vista",0387,148
33491,"Kum Camp",88463,382
33492,"Erik Walk",8707,221
33493,"Freddie Haven",9655,154
33494,"Lesch Ports",7442,433
33495,"Reichel Expressway",1799,167
33496,"Abbott Island",97860,481
33497,"Howe Route",64106,171
33498,"Allison Park",09771,575
33499,"Schiller Park",3960,605
33500,"Phillip Lake",4818,468
33501,"Jamey Lakes",7272,610
33502,"Turcotte Pine",329,376
33503,"Oswaldo Plaza",472,698
33504,"Bechtelar Island",33035,713
33505,"Lavette Key",456,156
33506,"Harvey Lakes",5485,168
33507,"Predovic Ville",84765,409
33508,"Man Lodge",6744,106
33509,"Kesha Mountain",551,363
33510,"Ruecker Common",26752,151
33511,"Sage Island",881,304
33512,"Fahey Manors",7929,350
33513,"White Ways",9055,61
33514,"Yost Forest",210,38
33515,"Moriah Freeway",5635,132
33516,"Dare Meadows",7028,161
33517,"Hermann Knoll",547,696
33518,"Jamal Circle",493,84
33519,"Belva Points",2279,331
33520,"Friesen Village",93731,239
33521,"Predovic Center",7612,670
33522,"Altenwerth Port",14385,179
33523,"Elliott Extension",3439,124
33524,"Lubowitz Turnpike",006,578
33525,"Chae Trail",4939,154
33526,"Audra Brook",16868,136
33527,"Leannon Court",7479,165
33528,"Dickinson Drives",3205,728
33529,"Floretta Roads",8317,323
33530,"Velvet Ports",0406,137
33531,"Marian Forges",14707,723
33532,"Shields Fall",98673,491
33533,"Murray Harbors",200,626
33534,"Rau Points",3437,327
33535,"Wuckert Turnpike",5971,241
33536,"Schneider Tunnel",9794,5
33537,"Ulysses Freeway",49196,541
33538,"Windler Camp",0197,593
33539,"Schiller Lodge",26307,374
33540,"Feest Ridges",032,313
33541,"Vinnie Place",566,386
33542,"Shelby Corner",855,105
33543,"Isreal Wall",048,507
33544,"Nigel Station",990,316
33545,"D'Amore Park",0113,635
33546,"Kuhic Green",0803,488
33547,"Elliott Hills",83805,260
33548,"Evalyn Valley",04146,203
33549,"Augustine Lights",76401,295
33550,"Howell Plains",153,471
33551,"Salina Roads",77857,696
33552,"Palmer Springs",76745,62
33553,"Feest Grove",2229,200
33554,"Durgan Rest",49055,492
33555,"Wuckert Island",296,468
33556,"Bryan Port",22286,45
33557,"Elke Park",524,256
33558,"Denis Overpass",74034,634
33559,"Quiana Points",9122,355
33560,"Goodwin Burg",4059,500
33561,"Brandon Turnpike",89901,194
33562,"Dickinson Place",81165,422
33563,"Pfeffer Roads",0315,317
33564,"Langworth Bridge",33111,733
33565,"Buckridge Ports",2396,76
33566,"Weldon Road",70253,631
33567,"Bernardine Cape",290,380
33568,"Carissa Estate",57017,498
33569,"Mraz Hills",8615,565
33570,"Jacques Extensions",1807,441
33571,"Wunsch Key",46948,163
33572,"Collins Ports",488,396
33573,"Mills Rest",801,73
33574,"Ferry Forges",85771,466
33575,"Marivel Stravenue",98482,180
33576,"Carlo Falls",256,717
33577,"Carin Island",1562,625
33578,"Littel Squares",84617,392
33579,"Jeanett Garden",283,467
33580,"Rosendo Viaduct",98043,679
33581,"Farrell Summit",492,734
33582,"Alden Corner",8232,74
33583,"Morissette Isle",70048,147
33584,"Kihn Motorway",771,646
33585,"Michel Cliff",312,219
33586,"Lamont Extensions",412,279
33587,"Toshia Orchard",414,441
33588,"Fadel Shoals",214,616
33589,"Okuneva Locks",2108,444
33590,"Kenny Fall",946,298
33591,"Hank Wells",5389,157
33592,"Williamson Street",464,600
33593,"Greg Locks",58520,318
33594,"Rippin Mews",25953,302
33595,"Valentin Hollow",1228,700
33596,"Yost Corners",57079,530
33597,"Kris Pike",68750,410
33598,"Argentina Drives",1446,116
33599,"Bogan Ports",546,123
33600,"Norah Bypass",22153,82
33601,"Von Flat",71205,194
33602,"Randy Course",76190,125
33603,"Mosciski Roads",47349,245
33604,"Keren Corners",15718,113
33605,"Calandra Mall",0988,494
33606,"Corwin Ramp",407,485
33607,"Wisozk Pike",3672,574
33608,"Arnulfo Ville",671,709
33609,"Malorie Ridge",27333,5
33610,"Goldner Way",575,553
33611,"Gene Glen",205,201
33612,"Wehner Center",01567,445
33613,"Hermiston Haven",7471,200
33614,"Xavier Walks",0906,267
33615,"Hellen Courts",0415,617
33616,"Runte Island",01699,532
33617,"Lind Park",86446,512
33618,"Harris Rapids",737,603
33619,"Ngan Stream",163,648
33620,"Dario Ways",460,247
33621,"Russel Fields",283,110
33622,"Marvin Knolls",1509,430
33623,"Tromp Valleys",50070,351
33624,"Prosacco Lane",7103,245
33625,"Bruen Greens",24601,601
33626,"Korey Locks",80983,306
33627,"Schamberger Plaza",73801,702
33628,"Bridgett Ways",251,401
33629,"Francisco Lodge",0601,81
33630,"Stanford Plaza",147,210
33631,"Kuvalis Loaf",8608,626
33632,"Nicholas Stream",9379,332
33633,"Latricia Stream",737,392
33634,"Moen Stravenue",11062,491
33635,"Fe Run",6125,257
33636,"Bayer Trace",166,98
33637,"Daniel Trail",714,406
33638,"Lu Valley",016,143
33639,"Wilson Place",48982,729
33640,"Reuben Oval",060,288
33641,"Farah Row",996,112
33642,"Beier Crossing",5738,525
33643,"Marlon Stravenue",412,612
33644,"Rodney Meadow",5989,712
33645,"Malcom Plains",4366,529
33646,"Bednar Tunnel",401,392
33647,"Erdman Hills",533,427
33648,"Blanda Crest",8375,705
33649,"Maggio Manor",0168,48
33650,"Marquardt Avenue",2139,418
33651,"Alex Junctions",26043,274
33652,"Fritz Skyway",6001,293
33653,"Mann Falls",41473,360
33654,"Colin Light",54518,610
33655,"Thersa Spurs",178,648
33656,"Krajcik Mill",5385,357
33657,"Marx Hollow",344,187
33658,"Wilkinson Summit",463,241
33659,"Keebler Meadows",4399,212
33660,"Mickey Green",0354,298
33661,"Syble Squares",85552,164
33662,"Suzanna Plain",32470,556
33663,"Berge Mountain",74266,146
33664,"Kaleigh Avenue",829,33
33665,"Langosh Mall",58869,548
33666,"Bashirian Route",03334,474
33667,"Garry Cliff",925,123
33668,"Botsford Spring",4790,564
33669,"Russel Vista",1057,571
33670,"Thurman Neck",07894,242
33671,"Jeana Turnpike",7618,398
33672,"Corkery Dale",212,614
33673,"Shayne Track",2704,326
33674,"Harvey Tunnel",46605,551
33675,"Cummerata Dam",60770,656
33676,"Ethan Groves",12001,506
33677,"Torp Knoll",033,705
33678,"Palmer Neck",1783,327
33679,"Maximina Orchard",76732,321
33680,"Rau Inlet",6468,338
33681,"Christiansen Trafficway",95175,134
33682,"Zemlak Drives",025,610
33683,"Tremblay Mountains",6850,203
33684,"Douglas Plains",037,74
33685,"Lynn Ways",59466,36
33686,"Bayer Road",0931,379
33687,"Dexter Branch",919,195
33688,"Lajuana Neck",74880,226
33689,"Mertz Drives",327,297
33690,"Heidenreich Villages",441,80
33691,"Caroyln Lights",78867,51
33692,"Kris Ports",64967,649
33693,"Agueda Springs",00547,378
33694,"Oma Pine",5522,578
33695,"Treutel Parkways",533,297
33696,"Hessel Coves",13039,73
33697,"Ai Plain",82018,384
33698,"Schiller Skyway",1698,563
33699,"Pfeffer Valleys",79866,523
33700,"Jayson Dam",20364,509
33701,"Nadia Cliff",9387,576
33702,"Kling Passage",2660,76
33703,"Kozey Village",03296,590
33704,"Raynor Crescent",0433,289
33705,"Effertz Meadows",217,720
33706,"Durgan Harbors",887,275
33707,"Cassondra Crest",3245,292
33708,"Johnson Port",89443,143
33709,"Bambi Pike",74271,269
33710,"Ritchie Loaf",459,36
33711,"Kuphal Island",448,695
33712,"Kihn Forge",172,389
33713,"Schmidt Plain",891,369
33714,"Klocko Tunnel",17943,409
33715,"Abram Terrace",4038,499
33716,"Schuppe Bridge",6176,153
33717,"Flatley Glens",097,89
33718,"Gibson Trace",41094,40
33719,"Micheal Glen",199,589
33720,"Shantae Point",613,495
33721,"Andrew Row",5705,359
33722,"Schroeder Wells",856,55
33723,"Lueilwitz Run",113,581
33724,"Jaskolski Ridge",430,444
33725,"Racheal Parkway",37101,559
33726,"Josephina Ports",48833,38
33727,"Lynda Ferry",062,428
33728,"Friesen Streets",514,455
33729,"Leon Land",6049,338
33730,"Nedra Mission",9767,50
33731,"Isaura Trail",9499,262
33732,"Johnnie Keys",1707,405
33733,"Hansen Spring",1165,109
33734,"Ernser Estate",1874,415
33735,"Hal Ridge",377,728
33736,"Prosacco Landing",70833,189
